Title,Company,Location,Experience,Summary,Skills,Posting_Date,Job_URL,Job_Type,Scraped_Timestamp,Processed_Skill_Tokens,Skills_For_TFIDF,Cluster_Label
"Data Scientist, gTech Ads Solutions",Google,"Bengaluru, Karnataka, India; Hyderabad, Telangana, India; Gurugram, Haryana, India",4-6 year,"Minimum qualifications: Bachelor's degree in Statistics, Engineering, Science, or equivalent practical experience. 3 years of experience using analytics to solve product or...","Computer Vision (CV),Data Modeling,Data science techniques,Marketing analytics,Natural Language Processing (NLP),Python Programming,R Programming,SQL",3 Mar 2025,https://www.karkidi.com/job-details/88285-data-scientist-gtech-ads-solutions-job,Full Time,2025-05-20T17:58:57.536263,"['computer vision', 'data modeling', 'data science techniques', 'marketing analytics', 'natural language processing', 'python programming', 'r programming', 'sql']",computer vision data modeling data science techniques marketing analytics natural language processing python programming r programming sql,0
"Staff Software Engineer, Android App Security, Sensitive Verticals",Google,"Bengaluru, Karnataka, India",8-10 year,"Minimum qualifications: Bachelor's degree in Computer Science or related technical field, or equivalent practical experience. 8 years of experience with software development in...","Big Data Technology,C++,Data science techniques,Java Programming,Machine learning techniques,Planning and organization,Python Programming",3 Mar 2025,https://www.karkidi.com/job-details/88284-staff-software-engineer-android-app-security-sensitive-verticals-job,Full Time,2025-05-20T17:59:12.324869,"['big data technology', 'c++', 'data science techniques', 'java programming', 'machine learning techniques', 'planning and organization', 'python programming']",big data technology c++ data science techniques java programming machine learning techniques planning and organization python programming,5
"Data Analyst, Prod Operations, Payments Platform",Google,"Hyderabad, Telangana, India; Bengaluru, Karnataka, India",8-10 year,"Minimum qualifications: Bachelor's degree or equivalent practical experience. 8 years of experience in management consulting, product management and strategy, or analytics in a...","Data Analytics,Data science techniques,Data Warehousing,Operations,SQL",3 Mar 2025,https://www.karkidi.com/job-details/88283-data-analyst-prod-operations-payments-platform-job,Full Time,2025-05-20T17:59:12.325585,"['data analytics', 'data science techniques', 'data warehousing', 'operations', 'sql']",data analytics data science techniques data warehousing operations sql,4
"Software Engineer III, Data Engineering",Google,"Hyderabad, Telangana, India",4-6 year,"Minimum qualifications: Bachelor’s degree or equivalent practical experience. 2 years of experience with software development in one or more programming languages, or 1 year...","Data Engineering,Data Lake,Data science techniques,Data Warehousing,Machine learning techniques,SQL",3 Mar 2025,https://www.karkidi.com/job-details/88282-software-engineer-iii-data-engineering-job,Full Time,2025-05-20T17:59:12.329323,"['data engineering', 'data lake', 'data science techniques', 'data warehousing', 'machine learning techniques', 'sql']",data engineering data lake data science techniques data warehousing machine learning techniques sql,4
"Data Science Manager, gTech Ads Solutions",Google,"Hyderabad, Telangana, India; Bengaluru, Karnataka, India",10-12 year,"Minimum qualifications: Master's degree in a quantitative discipline such as Statistics, Engineering, Sciences, or equivalent practical experience. 9 years of experience using...","Data science techniques,Effective communication skills,Leadership Skill,Planning and organization,Python Programming,R Programming,SQL",2 Mar 2025,https://www.karkidi.com/job-details/88281-data-science-manager-gtech-ads-solutions-job,Full Time,2025-05-20T17:59:12.329928,"['data science techniques', 'effective communication skills', 'leadership skill', 'planning and organization', 'python programming', 'r programming', 'sql']",data science techniques effective communication skills leadership skill planning and organization python programming r programming sql,4
Senior Manager - Data Scientist,Sun Life Financial,"Gurgaon, Haryana, India",4-6 year,This role is expected to be part of a newly developed Cost Management function. A part of this function includes a Data Analytics team that will drive a better and more fulsome understanding of...,"Aartificial intelligence,Data science techniques,Data Visualization,Machine learning techniques,Python Programming,SQL,Tableau",28 Feb 2025,https://www.karkidi.com/job-details/88270-senior-manager-data-scientist-job,Full Time,2025-05-20T17:59:12.330511,"['aartificial intelligence', 'data science techniques', 'data visualization', 'machine learning techniques', 'python programming', 'sql', 'tableau']",aartificial intelligence data science techniques data visualization machine learning techniques python programming sql tableau,4
Principal Data Scientist - Fintech Lending/Capital,Toast,"Bengaluru, Karnataka, India",10-12 year,"Toast is looking to expand the Data Science team to deliver new Data Science models to meet Toast Capital/Lending increased demands. As a Staff Data Scientist, you will design and develop...","Aartificial intelligence,Apache Airflow,Continuous Integration & Continuous Delivery - CI/CD,Data science techniques,Effective communication skills,Machine learning techniques,PyTorch,Scala Programming,SPARK Programming,TensorFlow,XGBoost",27 Feb 2025,https://www.karkidi.com/job-details/88263-principal-data-scientist-fintech-lending-capital-job,Full Time,2025-05-20T17:59:12.331068,"['aartificial intelligence', 'apache airflow', 'continuous integration continuous delivery - ci cd', 'data science techniques', 'effective communication skills', 'machine learning techniques', 'pytorch', 'scala programming', 'spark programming', 'tensorflow', 'xgboost']",aartificial intelligence apache airflow continuous integration continuous delivery - ci cd data science techniques effective communication skills machine learning techniques pytorch scala programming spark programming tensorflow xgboost,3
Staff Data Scientist,Toast,"Bengaluru, Karnataka, India",8-10 year,"Toast is looking to expand the Data Science team to deliver new Data Science models to meet Toast Capital/Lending increased demands. As a Staff Data Scientist, you will design and develop...","Aartificial intelligence,Apache Airflow,Continuous Integration & Continuous Delivery - CI/CD,Data science techniques,Effective communication skills,Machine learning techniques,PyTorch,Scala Programming,SPARK Programming,TensorFlow,XGBoost",27 Feb 2025,https://www.karkidi.com/job-details/88262-staff-data-scientist-job,Full Time,2025-05-20T17:59:12.331611,"['aartificial intelligence', 'apache airflow', 'continuous integration continuous delivery - ci cd', 'data science techniques', 'effective communication skills', 'machine learning techniques', 'pytorch', 'scala programming', 'spark programming', 'tensorflow', 'xgboost']",aartificial intelligence apache airflow continuous integration continuous delivery - ci cd data science techniques effective communication skills machine learning techniques pytorch scala programming spark programming tensorflow xgboost,3
Software Engineer - ML Developer Platform,Anyscale,"Bengaluru, Karnataka, India",2-4 year,About the role: The ML Development Platform team is responsible for creating the suite of tools and services that enable users to create production quality applications using Ray. The...,"Aartificial intelligence,FastAPI,Machine learning techniques,MLOps tools,Python Programming,SDK",27 Feb 2025,https://www.karkidi.com/job-details/88250-software-engineer-ml-developer-platform-job,Full Time,2025-05-20T17:59:12.332213,"['aartificial intelligence', 'fastapi', 'machine learning techniques', 'mlops tools', 'python programming', 'sdk']",aartificial intelligence fastapi machine learning techniques mlops tools python programming sdk,0
Technical Lead - Cloud Infrastructure & Operations,Verantos,"Pune, Maharashtra, India",6-8 year,"We are seeking a highly skilled technical lead to oversee and manage our cloud infrastructure, DevOps, and overall DevSecOps strategies. This role is critical for ensuring smooth deployment...","Aartificial intelligence,AWS,Azure,Continuous Integration & Continuous Delivery - CI/CD,FinOps,Google Cloud Platform (GCP),Kubernetes-K8s,Operations,Python Programming,Terraform",26 Feb 2025,https://www.karkidi.com/job-details/88229-technical-lead-cloud-infrastructure-operations-job,Full Time,2025-05-20T17:59:12.332792,"['aartificial intelligence', 'aws', 'azure', 'continuous integration continuous delivery - ci cd', 'finops', 'google cloud platform', 'kubernetes-k8s', 'operations', 'python programming', 'terraform']",aartificial intelligence aws azure continuous integration continuous delivery - ci cd finops google cloud platform kubernetes-k8s operations python programming terraform,3
